NEST_NUMBER,NESTING_TERRITORY,FINDER,VALID_NEST,FOUND_DATE,FOUND_STAGE,FD_YEAR,FD_MONTH,FD_DAY,ATTEMPT,LAT,LONG,LOCATION_DESCRIPTION,NEST_IN,ON,SPECIES,SCI_NAME,NEST_HT_M,TREE_HT_M,LADDER,NATURAL_LANDSCAPE,CANOPY_WIDTH_M,DIST_FROM_TRUNK_M,DIR_FROM_TRUNK,DIR_FR_TRUNK_DEGREES,1_M_HABITAT,100_M_HABITAT,DAD,MOM,HATCH_DATE,HD_YEAR,HD_MONTH,HD_DAY,HD_PRECISION,FLEDGE_DATE,HOW_KNOWN,VISITS,EGGS,EGGS_DATE,CHICKS,CHICKS_DATE,UNHATCHED_EGGS,BAND,BAND_DATE,BAND_AGE,c1,c2,c3,c4,c5,c6,POSTBAND_CHECK,PBC_DATE,ANY_FLEDGED,FLEDGED,FLEDGE_CHECK_DATE,FLEDGE_CHECKS,IF40CHECK,IF40DATE,if1,if2,if3,if4,if5,if6,DF1,DF2,DF3,W1,W2,B1,B2,NEST_FATE,FAIL_DATE,FAIL_PRECISION,FAIL_STAGE,Comments,check,Nest_ID,NESTING_TERRITORY,UC_MONITORED,UC_ACTIVE,LAYING_MONITORED,LAYING_ACTIVE,INC_MONITORED,INC_ACTIVE,NESTLING_MONITORED,NESTLING_ACTIVE,BAND_MONITORED,BAND_ACTIVE,FLEDGELINGS_MONITORED,FLEDGLINGS_ACTIVE,IF_MONITORED,IF_ACTIVE
LOSH-2021-32,CMWSSS,CEH,TRUE,24-Apr-21,incubating,2021,4,24,2,33.799452,-78.997795,"First (northmost) cedar across from Tennis center. 1.5m from the top, center.",Tree,Living,REDCED,Juniperus_virginiana,5,3.6,6' step?,Landscape,6,0,na,,grass,"grass, parking lot, building, road",moyy,ccmo,3-May-21,2021,5,3,1,,,,5,27-Apr-21,4,10-May-21,1,4,14-May-21,11,gmyu,omei,umgo,omwg,,,,,1,4,24-May-21,,2,12-Jun-21,omei,gmyu,,,,,,,,,,,,FL,,,,,1,LOSH-2021-32,CMWSSS,0,1,0,1,1,1,1,1,1,1,1,1,1,
LOSH-2021-33,KFCCCC,CEH,TRUE,13-May-21,incubating,2021,5,13,2,33.754,-78.962874,Largest tree in row along Taco Bell drive through entrance lane. 2/3 up driveway side,Tree,Living,WILOAK,Quercus_phellos,3.5,6,short step and get scratched or tall step,Landscape,4.5,1,SE,,"mulch, shrubs","parking lot, highway, road, grass",wemi,eabm,17-May-21,2021,5,17,1,,,,6,13-May-21,5,22-May-21,1,5,28-May-21,11,gmoy,aomb,ewmi,uumb,muro,,,,1,,,,3,26-Jun-21,uumb,muro,gmoy,,,,,,,,,,,FL,,,,,1,LOSH-2021-33,KFCCCC,,,,,,,,,,,,,,
LOSH-2021-34,FARROW,Alice_Bellinger,outside our area,11-Feb-21,building,2021,2,11,1,33.684348,-78.958243,"As you drive the perimeter road past walmart, the middle of three palmettos on the left as you pass the last small parking lot island on your right. This was the very early nesting attempt where we never documented eggs or incubation",Tree,Living,PALMET,Sabal_palmetto,3.5,5.5,short extension,Landscape,2,0,na,,mulch,"grass, parking lot, road",rrmo,UB,14-Mar-21,2021,3,14,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FA,20-Feb-21,10,UC,,1,LOSH-2021-34,FARROW,,,,,,,,,,,,,,
LOSH-2021-35,DILLAR,CEH,TRUE,27-Apr-21,incubating,2021,4,27,2,33.700606,-78.924347,"Bed Bath Beyond pk lot - first two-tree island straight out from the recessed BBB loading dock, in the smaller tree.",Tree,Living,LIVEOA,Quercus_virginiana,3,3.9,tall step,Landscape,4,1,S,,grass,"Parking lot, building, grass",mpyo,bbbm,8-May-21,2021,5,8,1,,,,6,28-Apr-21,5,10-May-21,0,5,19-May-21,11,mywy,umua,amuo,mgag,omrr,,,,1,,,,2,16-Jun-21,mgag,omrr,,,,,,,,,,,,FL,,,,,1,LOSH-2021-35,DILLAR,0,1,0,1,1,1,1,1,1,1,1,1,1,
LOSH-2021-36,TEKNOW,CEH,TRUE,1-May-21,building,2021,5,1,2,33.796617,-78.994213,"Tree beside end of Spann driveway, nest on the near right as viewed from Spann P.L.",Tree,Living,WILOAK,Quercus_phellos,3.6,5,6' step but ground uneven,Landscape,5,1.6,NNE,,grass,"grass, road, parking lot, building",emww,mwio,24-May-21,2021,5,24,1,,,,6,13-May-21,5,1-Jun-21,0,5,2-Jun-21,10,moib,iyem,gmir,emob,wmyr,,,,1,,,,0,6-Jul-21,,,,,,,,,,,,,,FL,28-Jun-21,8,C,,1,LOSH-2021-36,TEKNOW,,,,,,,,,,,,,,
LOSH-2021-37,LOWESP,CEH,TRUE,1-May-21,incubating,2021,5,1,2,33.792568,-78.99798,"Second Willow Oak from exit to 501, on a low branch 10' toward Food Lion",Tree,Living,WILOAK,Quercus_phellos,5.5,7.5,tall step,Landscape,10,3,SSW,,grass,"parking lot, grass, highway",emor,rwmp,10-May-21,2021,5,10,1,,,,5,1-May-21,5,21-May-21,0,5,21-May-21,11,UB,UB,UB,UB,UB,,,,1,4,7-Jun-21,,,20-Jun-21,UB,UB,UB,,,,,,,,,,,FL,,,,,1,LOSH-2021-37,LOWESP,,,,,,,,,,,,,,
LOSH-2021-38,CHICKF,BC,TRUE,30-Apr-21,postfledging,2021,4,30,1,33.748895,-78.960364,"As you drive into Chick-Fil-A, it's in the last tree on the right, 5 parking spaces before the end, in the right side of the tree.",Tree,Living,LIVEOA,Quercus_virginiana,4.4,8,tall step,Landscape,,1.5,SW,,mulch,"grass, parking lot, highway, building",,,1-Apr-21,2021,4,1,5,,,,,,,,,,,,,,,,,,,,1,4,,,3,13-May-21,UB,UB,UB,,,,,,,,,,,FL,,,,,1,LOSH-2021-38,CHICKF,0,1,0,1,0,1,0,1,0,1,1,1,1,
LOSH-2021-39,ABUELO,CEH,TRUE,2-May-21,Laying?,2021,5,2,2,33.704723,-78.923942,"There is a 2-tree island halfway from Texas Roadhouse to the perimeter road. The nest is in the west (smaller) tree, 2m out on a branch toward the big Coastal Grand sign.",Tree,Living,LIVEOA,Quercus_virginiana,4,5.5,tall step,Landscape,7.5,2.2,NW,,pavement,"parking lot, pond, grass, building, road",yirm,umgr,27-May-21,2021,5,27,1,,,,5,10-May-21,1,1-Jun-21,1,1,7-Jun-21,13,UB,,,,,,,,2,,,,,,,,,,,,,,,,,,,BA,12-Jun-21,5,C,,1,LOSH-2021-39,ABUELO,,,,,,,,,,,,,,
LOSH-2021-40,TENNIS,KAM,TRUE,10-May-21,building,2021,5,10,2,33.798548,-78.996327,"In the live oak on the Allied Drive side of the electrical box, the nest is 5 meters up in the lowest branch that reachest the furthest towards the road.",Tree,Living,LIVEOA,Quercus_virginiana,5,9,Tall step?,Natural,10,3,SW,,grass,"grass, road, gravel",oaam,obwm,30-May-21,2021,5,30,1,,,,5,24-May-21,5,1-Jun-21,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,FA,,,,,1,LOSH-2021-40,TENNIS,0,1,1,1,1,1,1,1,1,0,1,0,1,0
LOSH-2021-41,FARROW,Alice_Bellinger,outside our area,5-May-21,building,2021,5,5,3,33.682377,-78.957399,last tree on left exiting between gas station and bank.,Tree,Living,WILOAK,Quercus_phellos,2.2,5.5,hand?,Landscape,2.5,0.15,E,,"dirt, shrub","roads, parking lot, grass, woods",rrmo,UB,8-Jun-21,2021,6,8,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FA,22-May-21,2,E,,1,LOSH-2021-41,FARROW,,,,,,,,,,,,,,
LOSH-2021-42,INSPIR,CEH,TRUE,19-May-21,building,2021,5,19,2,33.699548,-78.916767,"If you take the main entrance to Inspire Coastal Grand, first tree on your left. Top middle.",Tree,Living,LIVOAK,Quercus_virginiana,4,2.5,short step,Landscape,2.5,0,na,,"mulch, shrubs",,oram,mree,10-Jun-21,2021,6,10,1,,,,5,29-May-21,,,2,3,23-Jun-21,13,eomw,mgou,mwuy,,,,,,1,3,,,0,25-Jul-21,,,,,,,,,,,,,,FL,,,,,1,LOSH-2021-42,INSPIR,,,,,,,,,,,,,,
LOSH-2021-43,GSBAPT,KAM,TRUE,22-May-21,building,2021,5,22,3,33.750264,-78.956867,"There are two two-tree islands in a row between Old Navy and Waccamaw Pines. The nest is on the island further from Old Navy in the tree towards 501, about 5 ft up.",Tree,Living,LIVOAK,Quercus_virginiana,1.7,3.5,hand,Landscape,2,0,na,,grass,"parking lot, grass",maib,yimw,27-Jun-21,2021,6,27,10,,,,2,10-Jun-21,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,FA,16-Jun-21,5,E,,1,LOSH-2021-43,GSBAPT,,,,,,,,,,,,,,
LOSH-2021-44,WALKON,CEH,TRUE,24-May-21,incubating,2021,5,24,,33.750676,-78.962088,If you drive in the walk-ons driveway straight toward 501 it’s the last oak on your right (the rest are all shrubs past there).,Tree,Living,LIVOAK,Quercus_virginiana,3.2,3.8,6' step,Landscape,3,na,na,,parking lot,"grass, parking lot",UBWA,--am,12-Jun-21,2021,6,12,1,,,,6,28-May-21,4,12-Jul-21,2,4,23-Jun-21,11,ombb,orgm,ugem,wmoi,,,1,25-Jun-21,1,4,8-Jul-21,,4,18-Jul-21,ombb,orgm,ugem,wmoi,,,,,,,,,,FL,,,,,1,LOSH-2021-44,WALKON,,,,,,,,,,,,,,
LOSH-2021-45,CHICKF,KAM,TRUE,28-May-21,laying,2021,5,28,2,33.748057,-78.959466,"When you're turning right out of the Krispy Kreme to get on the road to go to 501, the last small tree on your left. It's very obvious.",Tree,Living,CREMYR,Lagerstroemia_sp,2.4,3.3,6' step,Landscape,4.25,na,NE,,grass,"parking lot, building",cama,irmr,14-Jun-21,2021,6,14,1,,,,3,4-Jun-21,2,21-Jun-21,0,2,25Jun21,11,urbm,imye,,,,,,,,,,,0,25-Jul-21,,,,,,,,,,,,,,FL,,,,,1,LOSH-2021-45,CHICKF,,,,,,,,,,,,,,
LOSH-2021-46,501WAL,KAM,TRUE,28-May-21,incubating,2021,5,28,2,33.778572,-78.987054,"It's in the live oak next to the tree their first nest was in, half way up on the side away from the other live oak.",Tree,Living,LIVOAK,Quercus_virginiana,3,4.5,6' step,Landscape,3.75,1,N,,dirt and leaves,"dirt, leaves, grass, parking lot",brim,omey,23-May-21,2021,5,23,1,,,,,,5,2-Jun-21,0,5,2-Jun-21,11,aabm,byam,oygm,more,oamy,,,,1,2,14-Jun-21,,1,,oamy,,,,,,,,,,,,,FL,,,,,1,LOSH-2021-46,501WAL,,,,,,,,,,,,,,
LOSH-2021-47,RIVERF,KAM,TRUE,29-May-21,incubating,2021,5,29,2,33.833061,-79.045633,"In the small parking lot behind the large empty building beneath the water tower, there is a small live oak and the nest is closest to the water tower.",Tree,Living,LIVOAK,Quercus_virginiana,3.2,5.6,6' step,Landscape,6.5,2,E,,sand,"parking lot, grass, building",aawm,yymb,30-May-21,2021,5,30,1,,,,5,29-May-21,3,10-Jun-21,0,3,10-Jun-21,11,ryem,imie,brmi,,,,,,2,,,,,,,,,,,,,,,,,,,FA,17-Jun-21,3,C,,1,LOSH-2021-47,RIVERF,0,1,1,1,1,1,,,,,,,,
LOSH-2021-48,COSTCO,KAM,TRUE,29-May-21,incubating,2021,5,29,2,33.704786,-78.916757,"Behind Costco, there are live oaks by the loading dock. The nest is in the live oak on the corner next to the first parking spot. Nest is on the side away from the parking spot.",Tree,Living,LIVOAK,Quercus_virginiana,3.4,4.4,6' step,Landscape,5.25,2,N,,grass,"parking lot, building",bmyy,wrma,23-May-21,2021,5,23,1,,,,,,5,2-Jun-21,0,5,2-Jun-21,11,mogr,roam,iybm,eyom,gamr,,,,1,,,,2,,mogr,gamr,,,,,,,,,,,,FL,,,,,1,LOSH-2021-48,COSTCO,0,1,0,1,1,1,1,1,1,1,1,1,,
LOSH-2021-49,IMSTOP,BC,TRUE,25-May-21,building,2021,5,25,2,33.800119,-78.994285,"In front of Cintas, there are two larger trees isolated in the grass. It is in the tree closer to the actual IM stop sign.",Tree,Living,LIVOAK,Quercus_virginiana,3.2,7.2,6' step,Landscape,6.1,1.4,E,,grass,"road, parking lot, building",myaa,bbcm,18-Jun-21,2021,6,18,1,,,,5,7-Jun-21,5,20-Jun-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FA,24-Jun-21,3,C,,1,LOSH-2021-49,IMSTOP,,,,,,,,,,,,,,
LOSH-2021-50,FARROW,CEH,outside our area,6-Jun-21,incubating,2021,6,6,4,33.683152,-78.957133,re-used site; see 2021-20: second tallest palmetto in the clump of 5 at the north corner of the lawn between the gas station and the walmart entrance drive (from the circle),Tree,Living,PALMET,Sabal_palmetto,3.5,5,short extension,Landscape,2,0,NA,,"mulch, shrubs","parking lot, grass, roads, buildings",UB,UB,15-Jun-21,2021,6,15,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,LOSH-2021-50,FARROW,,,,,,,,,,,,,,
LOSH-2021-51,SPEEDW,KAM,TRUE,7-Jun-21,nestlings,2021,6,7,2,33.747548,-78.956924,"In the middle of the Mulch Bucket parking lot, they have palsm lined up. The nest is in the tallest palm near the top.",Tree,Living,PALMET,Sabal_palmetto,5,6,cannot,Landscape,2,0,NE,,gravel,"highway, grass",rmoe,ambi,23-May-21,2021,5,23,3,,,,,,,,,3,10-Jun-21,,UB,UB,UB,,,,,,1,,,,1,6-Jul-21,UB,UB,,,,,,,,,,,,FL,,,,,1,LOSH-2021-51,SPEEDW,,,,,,,,,,,,,,
LOSH-2021-52,CYPRES,KAM,TRUE,9-Jun-21,nestlings,2021,6,9,,33.833832,-79.046358,"On the small green in DT Conway, in the live oak at the corner of Laurel and 2nd Ave.",Tree,Living,LIVOAK,Quercus_virginiana,7.6,8.8,tall step,Landscape,10.9,4,E,,grass,"road, building",rmgg,---m,23-May-21,2021,5,23,3,,,,,,,,,4,,,UB,UB,UB,UB,,,,,1,4,17-Jun-21,,2,30Jun21,UB,UB,,,,,,,,,,,,FL,,,,"rmgg reappeared mid-season,unsure of attempt #",0,,,,,,,,,,,,,,,,
LOSH-2021-53,BASEBA,KAM,TRUE,9-Jun-21,incubating,2021,6,9,2,33.791393,-79.018066,In the small lone live oak in the middle of the field across from the football stadium.,Tree,Living,LIVOAK,Quercus_virginiana,6.5,9,TALL STEP,Natural,11,5.5,E,,grass,"road, pond, turf",omuc,ymur,11-Jun-21,2021,5,26,1,,,,5,11-Jun-21,,,,5,22-Jun-21,11,uumo,ygmu,meyi,erbm,bmwb,,,,,,,,4,25-Jul-21,uumo,ygmu,bmwb,erbm,,,,,,,,,,FL,,,,,0,,,,,,,,,,,,,,,,
LOSH-2021-54,MALWAL,KAM,TRUE,12-Jun-21,nestlings,,,,2,33.702404,-78.91368,"Walking from the Walmart parking lot and down the drainage ditch, there are some pine trees, it's in the one closest to Seaboard Street.",Tree,Living,LOBPIN,Pinus_taeda,6.4,11.2,cannot,Natural,7.5,0.7,SE,,grass,"grass, woods, road, building",uggm,omii,26-May-21,2021,5,26,3,,,,,,,,,,,,UB,UB,UB,UB,,,,,1,4,23-Jun-21,,2,14-Jul-21,UB,UB,,,,,,,,,,,,FL,,,,,0,,,,,,,,,,,,,,,,
LOSH-2021-55,DISCGO,KAM,TRUE,14-Jun-21,nestlings,,,,2,33.797661,-79.003878,"In the large live oak behind the CCU sign, really high up on the west side. When the trunk branches into two, it's in the branch closest the DGC.",Tree,Living,LIVOAK,Quercus_virginiana,11.2,14.4,climb,Landscape,17.8,4.8,W,,grass,"highway, parking lot",byrm,yomg,11-Jun-21,2021,6,11,1,,,,,,4,14-Jun-21,,,,,,,,,,,,,1,1,15-Jul-21,,0,,,,,,,,,,,,,,,FL,,,,,0,,,,,,,,,,,,,,,,
LOSH-2021-56,COURTH,KAM,FALSE,15-Jun-21,incubating,2021,6,15,2,33.830334-,-79.048414,"Second live oak, half way up on courthouse side.",Tree,Living,LIVOAK,Quercus_virginiana,10.4,12.8,cannot,Landscape,12.9,3.4,N,,sidewalk,"grass, water, road, parking lot",m---,rmre,25-Jun-21,2021,6,25,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FA,,,E,,0,,,,,,,,,,,,,,,,
LOSH-2021-57,PUBLIX,KAM,TRUE,15-Jun-21,nestlings,,,,2,33.759498,-78.959033,"In the Publix parking lot, there is one strip of landscaping that goes from the building to the end of the lot. The nest is obvious at the end of the strip in a small oak.",Tree,Living,NUTOAK,Quercus_texana,3.2,3.5,6' step,Landscape,2,0,na,,mulch,"parking lot, mulch, grass",bmii,cram,3-Jun-21,2021,6,3,1,,,,,,2,15-Jun-21,2,2,16-Jun-21,13,emyg,mgiw,,,,,,,0,0,26-Jun-21,,,,,,,,,,,,,,,,,FA,24-Jul-21,2,C,,0,,,,,,,,,,,,,,,,
LOSH-2021-58,GSBAPT,KAM,TRUE,23-Jun-21,incubating,2021,6,23,4,33.749664,-78.957566,"Along Waccamaw Pines Drive, the crepe myrtles on the Tanger side- it's in the closest to the green eletric box along the road.",Tree,Living,CREMYR,Lagerstroemia_sp,2.8,3.6,6' step,Landscape,5.5,1.5,W,,grass,"grass, road, highway, building",maib,yimw,9-Jul-21,2021,7,9,3,,,,4,23-Jun-21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FA,10-Jul-21,3,E,,0,,,,,,,,,,,,,,,,
LOSH-2021-59,COURTH,KAM,failed early,7-Jul-21,incubating,2021,7,7,2,33.830384,-79.048252,"In first live oak next to stop sign, in branch half way up tree over road, close to edge of branches.",Tree,Living,LIVOAK,Quercus_virginiana,6.4,11.2,cannot,Landscape,12,3.4,SE,,sidewalk,"road, grass, building",,,11-Jul-21,2021,7,11,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FA,,,E,one egg on 7 July. Parents never identified. Abandoned 9 July.,0,,,,,,,,,,,,,,,,
LOSH-2022-01,COURTH,KAM,TRUE,15-Mar-22,incubating,2022,3,15,1,33.830132,-79.0485,"Along Marina Drive, nest is in the third live oak from the stop sign if you're headed to Grainger. Nest is about a third of the way up the foliage on the Grainger side, almost as far from trunk as possible.",Tree,Living,LIVOAK,Quercus_virginiana,6,12,tall step,Landscape,10.5,4.5,SW,239,sidewalk,"sidewalk, road, grass",---m,rmre,27-Mar-22,2022,3,27,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FA,11-Apr-22,,,,0,,,,,,,,,,,,,,,,
LOSH-2022-02,LOWESP,CEH,TRUE,13-Mar-22,laying,2022,3,13,1,33.792296,-78.997675,Sixth oak from the driveway to 501. Near left if you look from the parking lot side. Only mid-height.,Tree,Living,WILOAK,Quercus_phellos,4,5.5,short extension,Landscape,13,2.5,E,,grass,"parking lot, grass, highway",emor,wgrm,28-Mar-22,2022,3,28,2,,,,,,3,13-Apr-22,,"[3, not banded]",13 Apr,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
LOSH-2022-03,SEALMA,CEH,TRUE,18-Mar-22,building,2022,3,18,1,33.804783,-79.001259,"From the culdesac at the end of Daytona, looking toward sealmaster pkg lot, upper right of the first small oak left of the light pole.",Tree,Living,LIVOAK,Quercus_virginiana,3.8,5.5,tall step,Landscape,4.5,1.2,NE,,grass,"grass, pond, building, road, dirt (most grass is long)",gbum,mrui,11-Apr-22,2022,4,11,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
LOSH-2022-04,BUSBEE,CEH,TRUE,18-Mar-22,building,2022,3,18,1,33.828654,-79.057916,"From the dirt busbee pkg lot, in the left giant oak by the dog park fence, all the way to the right edge, 4.2m up.",Tree,Living,LIVOAK,Quercus_virginiana,4.2,9,tall step,Natural,20,8.5,E,82,grass,"grass, dirt, woods, road",bbmr,ooem,11-Apr-22,2022,4,11,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
LOSH-2022-05,ROOMST,CEH,TRUE,27-Mar-22,incubating,2022,3,27,1,33.704021,-78.926023,"Exiting Rooms to go store lot at 501 end, look across loop road big oak just to the right. Halfway up on a branch toward Golf Galaxy.",Tree,Living,LIVOAK,Quercus_virginiana,4,7,tall step,Landscape,6,2.3,SSE,,asphalt,"Parking lot!!! Pond, grass, building.  So much frickin pavement.",yirm,remg,2-Apr-22,2022,4,2,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
LOSH-2022-06,SPEEDW,CEH,TRUE,27-Mar-22,incubating,2022,3,27,1,33.747163,-78.956714,"Magnolia to the right of the Mulch Bucket gate, 1/2 way up on right side.",Tree,Living,MAGNOL,Magnolia_grandiflora,2,5,hand,Landscape,3.5,1.5,E,,mulch,"gravel, grass, highway, building",rmoe,ambi,3-Apr-22,2022,4,3,4,,,,,,,,,,,,,,,,,,,,1,,,,2,11-May-22,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
LOSH-2022-07,COSTCO,CEH,TRUE,30-Mar-22,Under construction,2022,3,30,1,33.702678,-78.919441,"Dark live oak on right side of a ""driveway"" through the Belk parking lot, on third island. Field side of tree 2/3 of the way up.",Tree,Living,LIVOAK,Quercus_virginiana,4.3,6.8,short extension,Landscape,4.3,1.3,SSE,103,Grass,"Parking Lot, grass, road, building",yyom,uymw,16-Apr-22,2022,4,16,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
LOSH-2022-08,DOMINO,KAM,TRUE,1-Apr-22,incubating,2022,4,1,1,33.777198,-78.98352,"Looking at the front door of PPG (on the 501 side), the nest is in the tree to the left of the door. The nest is almost all the way up, on the building side of the trunk.",Tree,Living,REDTIP,Photinia_x_fraseri,6.4,7.2,tall step,Landscape,7.5,2.7,N,,Grass,"Building, pavement, pond",gegm,mbub,15-Apr-22,2022,4,15,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
LOSH-2022-09,DISCGO,CEH,TRUE,23-Feb-22,Under construction,2022,2,23,1,33.797498,-79.003759,"In the leftmost of the three hollies behind the brick CCU sign (Left as viewed from DGC), towards back, high.",Shrub,Living,AMEHOL,Ilex_opacum_cultivar,3.5,4,6' step,Landscape,4,1,E,,mulch,"grass, highway, road, pkg lot",gmrr,yomg,25-Apr-22,2022,4,25,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
LOSH-2022-10,JCPENN,AKS,bogus,na,na,na,na,na,na,na,na,[this is an old nest; see 2020-43. Not active in 2022],na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,#VALUE!,#VALUE!,#VALUE!,na,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
LOSH-2022-11,IMSTOP,CEH,TRUE,8-Apr-22,incubating,2022,4,8,1,33.799993,-78.994196,"in front of Cintas, the shrub at the far right corner (with your back to Cintas). toward the building, eye height.",Shrub,Living,WAXMYR,Myrica_cerifera,1.6,2.4,hand,Landscape,2.8,1,SSW,,mulch,"grass, road, parking lot, sand, building, pond",myaa,bbcm,18-Apr-22,2022,4,18,12,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAIL,,,,,0,,,,,,,,,,,,,,,,
LOSH-2022-12,CYPRES,CEH,TRUE,11-Apr-22,incubating,2022,4,11,1,33.831991,-79.04589,"In a live oak over the sidewalk on the swale/burnt restaurant side of Laurel. First oak uphill from the sidewalk. Swale/sidewalk side, halfway up.",Tree,Living,LIVOAK,Quercus_virginiana,4,7,short extension,Landscape,8,2,W,263,sidewalk,"grass, parking lots, roads, woods, water",rmgg,UB?,19-Apr-22,2022,4,19,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
LOSH-2022-13,COURTH,KAM,failed early,11-Apr-22,building,2022,4,11,2,33.830309,-79.048413,"Along Marina Drive, nest is in the second live oak from the stop sign if you're headed to Grainger. Nest is half way up foliage on courthouse side.",Tree,Living,LIVOAK,Quercus_virginiana,,,,Landscape,,,,,sidewalk,"sidewalk, road, grass",---m,rmre,5-May-22,2022,5,5,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
LOSH-2022-14,COOKOU,KAM,TRUE,11-Apr-22,nestlings,2022,4,11,1,33.78831,-78.994056,"At Miller Mote College, if you drive towards Ekklesia, there will be two parking spots on your right, one handicap. Nest is in the shrubby live oak. There are two nests- active one is closest to 501.",Shrub,Living,,,4,5.5,6' step,Natural,7,1.5,SW,210,dirt,"Grass, parking lot, highway, building",iirm,ymeg,28-Mar-22,2022,3,28,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAIL,15-Apr-22,5,c/f,,0,,,,,,,,,,,,,,,,
LOSH-2022-15,SOCCER,KAM,TRUE,11-Apr-22,incubating,2022,4,11,1,33.791754,-79.017598,The live oak (on Coastal side) closest to the lone magnolia in the soccer field. Nest is at the end of of the thick sawed off branch only a meter or so from the trunk.,Tree,Living,LIVOAK,Quercus_virginiana,5.5,11,short extension,Natural,10,1.5,E,90,grass,"road, turf",omuc,rwem,19-Apr-22,2022,4,19,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
LOSH-2022-16,501WAL,KAM,TRUE,1-Apr-22,incubating,2022,4,1,1,33.778527,-78.987002,"On the 501 side of Murphy Express, the live oak on the corner next to the one handicap spot. Almost all the way at the top, pretty directly in the middle.",Tree,Living,LIVOAK,Quercus_virginiana,4,4.5,6' step,Landscape,1.5,0.1,S,199,mulch,"dirt, leaves, grass, parking lot",uymw?,marg,17-Apr-22,2022,4,17,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL,,,,,0,,,,,,,,,,,,,,,,
LOSH-2022-17,WALKON,KAM,TRUE,11-Apr-22,fledglings,2022,4,11,1,33.750347,-78.962616,"When turning into the Walk-Ons parking lot, it's in the small live oak closest to the Walk-Ons sign. ",Tree,Living,LIVOAK,Quercus_virginiana,2.5,4,6' step,Landscape,1.75,0.25,S,171,mulch,"parking lot, grass, building",UBWA,amxx,25-Mar-22,2022,3,25,3,,,,,,,,,,,,,,,,,,,,1,3,,,3,11-May-22,,,,,,,,,,,,,,FL,,,,,0,,,,,,,,,,,,,,,,
LOSH-2022-18,COOKOU,KAM,TRUE,21-Apr-22,building,2022,4,21,2,33.787817,-78.992687,"If you're about to walk into the main door of Ekklesia, the nest in the largest live oak to the right of the door. It's very obvious.",Tree,Living,LIVOAK,Quercus_virginiana,2,3,hand,Landscape,2.5,0.1,SE,147,mulch,"parking lot, building, grass",iirm,ymeg,23-May-22,2022,5,23,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
LOSH-2022-19,TACOBE,CEH,TRUE,24-Apr-22,PON,2022,4,24,1,33.753411,-78.962689,"Tiny half dead oak, would be on right after you picked up your food at the Taco Bell Drivethrough window.",Tree,Living,NUTOAK,Quercus_texana,2,5,hand or short step,Landscape,1.9,0.15,W,270,grass,"grass, highway, pkg lot, road.",wemi,eabm,6-May-22,2022,5,6,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
